file,area,brightness,centroid_x,centroid_y
nasa_0.png,133.0,24242,543.0,147.0
nasa_0.png,252.0,46032,571.5,147.0
nasa_0.png,1106.0,221898,86.5,155.0
nasa_0.png,2527.0,509937,347.0,155.0
nasa_0.png,245.0,47965,546.0,155.0
nasa_0.png,168.0,31297,577.5,155.0
nasa_0.png,1549.0,309354,118.41962556488056,162.9993544222079
nasa_0.png,1892.0,378688,365.965644820296,163.0
nasa_0.png,609.0,121889,546.0,163.0
nasa_0.png,175.0,33789,20.0,171.0
nasa_0.png,371.0,71071,60.0,171.0
nasa_0.png,896.0,176072,151.5,171.0
nasa_0.png,514.0,99320,253.60311284046693,171.00778210116732
nasa_0.png,98.0,19121,301.5,171.0
nasa_0.png,1952.0,392852,449.99743852459017,171.0
nasa_0.png,301.0,55642,29.0,179.0
nasa_0.png,2277.0,427272,216.1304347826087,179.0
nasa_0.png,245.0,46369,402.0,179.0
nasa_0.png,1181.0,229326,504.87298899237936,178.9974597798476
nasa_0.png,233.0,40553,24.832618025751074,187.0
nasa_0.png,128.0,22572,52.3515625,187.0
nasa_0.png,105.0,18405,71.0,187.0
nasa_0.png,140.0,24786,89.5,187.0
nasa_0.png,203.0,35944,116.0,187.0
nasa_0.png,197.0,35214,148.4263959390863,187.00507614213197
nasa_0.png,168.0,30199,176.5,187.0
nasa_0.png,210.0,38021,204.5,187.0
nasa_0.png,308.0,55285,243.5,187.0
nasa_0.png,119.0,20220,277.0,187.0
nasa_0.png,77.0,13621,293.0,187.0
nasa_0.png,133.0,24046,310.0,187.0
nasa_0.png,140.0,25011,330.5,187.0
nasa_0.png,247.0,44877,360.85425101214577,186.9919028340081
nasa_0.png,179.0,32004,394.29050279329607,187.0
nasa_0.png,91.0,16553,415.0,187.0
nasa_0.png,833.0,153959,484.0,187.0
nasa_0.png,6.0,836,545.0,186.5
nasa_0.png,285.0,51784,569.0456140350877,186.98245614035088
nasa_0.png,91.0,15256,14.0,195.0
nasa_0.png,98.0,16274,29.5,195.0
nasa_0.png,242.0,40151,54.888429752066116,195.00413223140495
nasa_0.png,405.0,67170,102.75802469135803,194.99506172839506
nasa_0.png,842.0,142497,193.99881235154393,195.00118764845607
nasa_0.png,77.0,13208,261.0,195.0
nasa_0.png,95.0,15829,274.70526315789476,195.01052631578946
nasa_0.png,456.0,77637,317.1381578947368,195.0065789473684
nasa_0.png,1302.0,225384,445.9062980030722,195.0030721966206
nasa_0.png,343.0,60104,565.0,195.0
nasa_0.png,336.0,53093,31.5,203.0
nasa_0.png,91.0,14394,64.0,203.0
nasa_0.png,1.0,131,72.0,200.0
nasa_0.png,565.0,90088,115.85840707964601,202.99469026548672
nasa_0.png,485.0,77816,194.8556701030928,203.0041237113402
nasa_0.png,14.0,1972,231.5,203.0
nasa_0.png,198.0,31899,248.3080808080808,202.989898989899
nasa_0.png,498.0,80134,299.8473895582329,203.00803212851406
nasa_0.png,154.0,24887,347.5,203.0
nasa_0.png,8.0,1148,360.75,202.625
nasa_0.png,9.0,1242,363.6666666666667,202.55555555555554
nasa_0.png,258.0,41794,385.01937984496124,203.01162790697674
nasa_0.png,20.0,3088,405.95,202.9
nasa_0.png,126.0,20145,418.5,203.0
nasa_0.png,287.0,47138,449.0,203.0
nasa_0.png,651.0,107218,518.0,203.0
nasa_0.png,161.0,27031,578.0,203.0
nasa_0.png,2.0,263,72.0,202.5
nasa_0.png,1.0,140,72.0,206.0
nasa_0.png,63.0,9541,12.0,211.0
nasa_0.png,147.0,22155,28.0,211.0
nasa_0.png,399.0,60449,70.0,211.0
nasa_0.png,121.0,18148,108.85123966942149,210.9917355371901
nasa_0.png,92.0,13901,127.07608695652173,211.0108695652174
nasa_0.png,84.0,12716,142.5,211.0
nasa_0.png,147.0,22196,161.0,211.0
nasa_0.png,58.0,8648,179.3448275862069,210.98275862068965
nasa_0.png,138.0,20704,195.4927536231884,211.0072463768116
nasa_0.png,210.0,31767,222.5,211.0
nasa_0.png,64.0,9602,247.921875,211.03125
nasa_0.png,14.0,1985,254.5,211.0
nasa_0.png,49.0,7429,263.0,211.0
nasa_0.png,35.0,5291,270.0,211.0
nasa_0.png,105.0,15952,282.0,211.0
nasa_0.png,35.0,5182,293.0,211.0
nasa_0.png,63.0,9551,302.0,211.0
nasa_0.png,268.0,40735,328.3358208955224,211.01865671641792
nasa_0.png,327.0,50123,373.9908256880734,211.00611620795107
nasa_0.png,238.0,36455,416.5,211.0
nasa_0.png,345.0,53346,461.81159420289856,211.00579710144928
nasa_0.png,175.0,27315,504.0,211.0
nasa_0.png,21.0,3199,519.0,211.0
nasa_0.png,98.0,15178,528.5,211.0
nasa_0.png,77.0,11995,543.0,211.0
nasa_0.png,279.0,43252,569.5483870967741,210.99283154121864
nasa_0.png,1.0,135,240.0,209.0
nasa_0.png,1.0,134,240.0,213.0
nasa_0.png,70.0,10697,12.5,219.0
nasa_0.png,56.0,8546,22.5,219.0
nasa_0.png,124.0,18856,36.37096774193548,218.9516129032258
nasa_0.png,76.0,11491,55.06578947368421,218.96052631578948
nasa_0.png,144.0,21741,72.0,218.94444444444446
nasa_0.png,28.0,4167,93.5,219.0
nasa_0.png,48.0,7135,99.95833333333333,218.9375
nasa_0.png,175.0,26602,117.0,219.0
nasa_0.png,7.0,1004,131.0,219.0
nasa_0.png,252.0,38304,151.5,219.0
nasa_0.png,203.0,30657,185.0,219.0
nasa_0.png,56.0,8342,205.78571428571428,218.92857142857142
nasa_0.png,146.0,22038,223.06849315068493,218.9794520547945
nasa_0.png,147.0,22473,246.0,219.0
nasa_0.png,160.0,24239,269.93125,218.98125
nasa_0.png,69.0,10338,287.5652173913044,218.95652173913044
nasa_0.png,9.0,1276,294.6666666666667,218.33333333333334
nasa_0.png,238.0,36065,313.5,219.0
nasa_0.png,619.0,93947,376.7802907915993,218.9951534733441
nasa_0.png,125.0,18890,432.568,218.976
nasa_0.png,26.0,3766,445.5,218.76923076923077
nasa_0.png,126.0,19065,457.5,219.0
nasa_0.png,136.0,20497,479.15441176470586,219.0
nasa_0.png,76.0,11397,499.0657894736842,218.96052631578948
nasa_0.png,128.0,19263,518.3515625,219.0
nasa_0.png,379.0,57210,556.8548812664908,218.9868073878628
nasa_0.png,23.0,3448,587.8260869565217,219.04347826086956
nasa_0.png,104.0,15909,15.038461538461538,226.97115384615384
nasa_0.png,20.0,3041,26.05,226.85
nasa_0.png,60.0,9015,33.95,226.85
nasa_0.png,26.0,3817,42.5,226.76923076923077
nasa_0.png,7.0,1077,46.0,227.0
nasa_0.png,28.0,4268,51.5,227.0
nasa_0.png,38.0,5570,57.39473684210526,226.68421052631578
nasa_0.png,27.0,3834,66.14814814814815,226.7037037037037
nasa_0.png,158.0,23471,84.34810126582279,226.89240506329114
nasa_0.png,12.0,1606,104.33333333333333,226.83333333333334
nasa_0.png,168.0,25383,121.98214285714286,226.88095238095238
nasa_0.png,98.0,14963,145.35714285714286,226.94897959183675
nasa_0.png,21.0,3193,158.0,227.0
nasa_0.png,6.0,833,161.0,226.5
nasa_0.png,280.0,42766,184.21785714285716,226.9607142857143
nasa_0.png,83.0,12610,211.43373493975903,226.96385542168676
nasa_0.png,103.0,15571,227.1359223300971,227.0
nasa_0.png,16.0,2377,239.3125,226.9375
nasa_0.png,289.0,44010,262.65743944636677,226.94809688581316
nasa_0.png,542.0,82532,323.3911439114391,226.97785977859778
nasa_0.png,34.0,5066,366.94117647058823,226.91176470588235
nasa_0.png,35.0,5268,373.0,227.0
nasa_0.png,4.0,564,377.0,225.5
nasa_0.png,4.0,555,380.0,225.5
nasa_0.png,143.0,21510,392.1188811188811,226.91608391608392
nasa_0.png,91.0,13796,410.0,227.0
nasa_0.png,330.0,50180,442.3575757575758,226.9848484848485
nasa_0.png,610.0,92916,511.4295081967213,226.9704918032787
nasa_0.png,214.0,32534,574.2102803738318,227.0
nasa_0.png,140.0,21371,18.057142857142857,234.85
nasa_0.png,130.0,20098,40.13846153846154,234.93076923076924
nasa_0.png,67.0,10333,57.55223880597015,234.86567164179104
nasa_0.png,6.0,833,64.0,234.5
nasa_0.png,134.0,20245,77.38059701492537,234.86567164179104
nasa_0.png,107.0,16420,99.67289719626169,234.9158878504673
nasa_0.png,307.0,47168,131.01954397394138,234.92182410423453
nasa_0.png,57.0,8595,160.10526315789474,234.68421052631578
nasa_0.png,60.0,9007,171.06666666666666,234.91666666666666
nasa_0.png,23.0,3480,178.69565217391303,234.6086956521739
nasa_0.png,13.0,1942,182.53846153846155,234.76923076923077
nasa_0.png,392.0,59891,213.51785714285714,234.89285714285714
nasa_0.png,33.0,4969,246.03030303030303,234.8181818181818
nasa_0.png,26.0,3966,252.5,234.76923076923077
nasa_0.png,58.0,8676,259.7931034482759,234.94827586206895
nasa_0.png,62.0,9313,277.35483870967744,234.7258064516129
nasa_0.png,82.0,12667,289.6585365853659,234.90243902439025
nasa_0.png,178.0,27147,311.15168539325845,234.82022471910113
nasa_0.png,84.0,12943,335.9166666666667,234.75
nasa_0.png,37.0,5544,347.3243243243243,234.75675675675674
nasa_0.png,277.0,42152,372.75451263537906,234.84115523465704
nasa_0.png,165.0,25381,406.6363636363636,234.94545454545454
nasa_0.png,70.0,10750,425.9428571428571,234.7
nasa_0.png,209.0,32141,447.79425837320576,234.88516746411483
nasa_0.png,25.0,3774,466.48,234.64
nasa_0.png,159.0,24241,481.42767295597486,234.83647798742138
nasa_0.png,13.0,2026,496.46153846153845,234.76923076923077
nasa_0.png,166.0,25275,512.4879518072289,234.80722891566265
nasa_0.png,89.0,13540,533.0,234.93258426966293
nasa_0.png,316.0,48038,566.4208860759494,234.90189873417722
nasa_0.png,4.0,551,266.0,234.5
nasa_0.png,103.0,16151,15.398058252427184,242.7378640776699
nasa_0.png,39.0,5984,27.564102564102566,242.7948717948718
nasa_0.png,2.0,269,33.0,240.5
nasa_0.png,128.0,19865,46.4921875,242.71875
nasa_0.png,73.0,10970,63.54794520547945,242.58904109589042
nasa_0.png,56.0,8556,75.05357142857143,242.64285714285714
nasa_0.png,25.0,3841,82.48,242.64
nasa_0.png,151.0,23445,99.6887417218543,242.6953642384106
nasa_0.png,52.0,8178,117.57692307692308,242.76923076923077
nasa_0.png,78.0,11865,129.60256410256412,242.76923076923077
nasa_0.png,45.0,6679,140.06666666666666,242.73333333333332
nasa_0.png,56.0,8597,149.10714285714286,242.625
nasa_0.png,30.0,4620,157.0,242.5
nasa_0.png,196.0,30282,175.98469387755102,242.68367346938774
nasa_0.png,192.0,29640,207.46875,242.71875
nasa_0.png,127.0,19287,234.96850393700788,242.5275590551181
nasa_0.png,34.0,4711,249.61764705882354,242.44117647058823
nasa_0.png,42.0,6316,257.8333333333333,242.5952380952381
nasa_0.png,22.0,3118,265.3636363636364,242.54545454545453
nasa_0.png,36.0,5058,281.5,242.5
nasa_0.png,93.0,14232,297.96774193548384,242.6236559139785
nasa_0.png,36.0,5299,309.5,242.5
nasa_0.png,1.0,131,333.0,240.0
nasa_0.png,164.0,25236,348.6219512195122,242.67073170731706
nasa_0.png,204.0,31588,379.0735294117647,242.60294117647058
nasa_0.png,140.0,20833,407.9142857142857,242.55714285714285
nasa_0.png,64.0,9347,446.796875,242.578125
nasa_0.png,117.0,18086,462.5213675213675,242.76923076923077
nasa_0.png,39.0,6012,475.5897435897436,242.6153846153846
nasa_0.png,149.0,23180,494.03355704697987,242.75838926174498
nasa_0.png,28.0,4113,510.92857142857144,242.35714285714286
nasa_0.png,19.0,2903,519.0,242.68421052631578
nasa_0.png,106.0,16618,530.9245283018868,242.6320754716981
nasa_0.png,18.0,2813,543.0,242.5
nasa_0.png,25.0,3903,548.52,242.64
nasa_0.png,77.0,11620,559.0649350649351,242.45454545454547
nasa_0.png,62.0,9395,571.5322580645161,242.61290322580646
nasa_0.png,76.0,11805,583.5394736842105,242.68421052631578
nasa_0.png,1.0,129,333.0,242.0
nasa_0.png,2.0,273,33.0,243.5
nasa_0.png,2.0,260,333.0,244.5
nasa_0.png,22.0,3344,9.363636363636363,250.36363636363637
nasa_0.png,24.0,3653,15.5,250.5
nasa_0.png,68.0,10702,24.0,250.60294117647058
nasa_0.png,50.0,7862,34.46,250.64
nasa_0.png,36.0,5633,43.5,250.5
nasa_0.png,385.0,60516,79.48051948051948,250.54805194805195
nasa_0.png,352.0,56228,141.60227272727272,250.53977272727272
nasa_0.png,18.0,2816,175.0,250.5
nasa_0.png,55.0,8731,182.03636363636363,250.56363636363636
nasa_0.png,12.0,1812,190.5,250.5
nasa_0.png,1.0,129,193.0,248.0
nasa_0.png,24.0,3729,197.5,250.5
nasa_0.png,171.0,27196,215.37426900584796,250.56140350877192
nasa_0.png,144.0,22396,242.5,250.5
nasa_0.png,102.0,16199,264.0,250.5
nasa_0.png,111.0,17485,285.4594594594595,250.59459459459458
nasa_0.png,38.0,5833,298.5,250.68421052631578
nasa_0.png,281.0,44402,326.9181494661922,250.4982206405694
nasa_0.png,354.0,55989,380.8785310734463,250.51977401129943
nasa_0.png,108.0,16883,421.5,250.5
nasa_0.png,73.0,11314,438.54794520547944,250.54794520547946
nasa_0.png,48.0,7474,450.5,250.5
nasa_0.png,60.0,9476,461.5,250.5
nasa_0.png,97.0,15147,475.5670103092784,250.53608247422682
nasa_0.png,7.0,1026,487.85714285714283,250.71428571428572
nasa_0.png,100.0,15675,497.84,250.51
nasa_0.png,119.0,18332,517.3865546218487,250.56302521008402
nasa_0.png,187.0,29425,544.9786096256685,250.51871657754012
nasa_0.png,9.0,1261,562.6666666666666,250.44444444444446
nasa_0.png,94.0,14817,573.3404255319149,250.5212765957447
nasa_0.png,19.0,2915,588.0,250.68421052631578
nasa_0.png,5.0,675,193.6,251.2
nasa_0.png,84.0,13380,15.5,258.5
nasa_0.png,28.0,4164,25.857142857142858,258.35714285714283
nasa_0.png,30.0,4743,32.0,258.5
nasa_0.png,105.0,16711,44.68571428571428,258.48571428571427
nasa_0.png,36.0,5443,57.5,258.5
nasa_0.png,84.0,13534,68.5,258.5
nasa_0.png,18.0,2727,80.0,258.5
nasa_0.png,12.0,1874,84.5,258.5
nasa_0.png,158.0,25049,100.15189873417721,258.5189873417722
nasa_0.png,246.0,39675,135.0,258.5
nasa_0.png,19.0,3004,159.10526315789474,258.63157894736844
nasa_0.png,19.0,2783,164.3684210526316,258.42105263157896
nasa_0.png,108.0,17169,176.5,258.5
nasa_0.png,1.0,137,187.0,256.0
nasa_0.png,30.0,4765,191.0,258.5
nasa_0.png,30.0,4763,198.0,258.5
nasa_0.png,43.0,6741,205.09302325581396,258.51162790697674
nasa_0.png,13.0,1865,213.6153846153846,258.6923076923077
nasa_0.png,15.0,2248,220.8,258.4
nasa_0.png,108.0,17498,232.5,258.5
nasa_0.png,238.0,37884,262.66386554621846,258.4957983193277
nasa_0.png,18.0,2736,285.0,258.5
nasa_0.png,48.0,7562,291.5,258.5
nasa_0.png,90.0,14503,305.0,258.5
nasa_0.png,480.0,76131,355.5,258.5
nasa_0.png,258.0,41818,418.0,258.5
nasa_0.png,8.0,1229,442.25,258.25
nasa_0.png,108.0,17115,455.5,258.5
nasa_0.png,84.0,13229,472.5,258.5
nasa_0.png,180.0,28761,496.5,258.5
nasa_0.png,24.0,3626,515.5,258.5
nasa_0.png,108.0,17183,528.7314814814815,258.60185185185185
nasa_0.png,78.0,12302,546.0,258.5
nasa_0.png,144.0,23238,566.5,258.5
nasa_0.png,2.0,268,581.0,256.5
nasa_0.png,24.0,3700,584.5,258.5
nasa_0.png,5.0,717,588.0,258.0
nasa_0.png,3.0,407,187.0,259.0
nasa_0.png,1.0,131,216.0,259.0
nasa_0.png,3.0,410,581.0,260.0
nasa_0.png,144.0,23521,19.5,266.5
nasa_0.png,197.0,31620,48.96954314720812,266.48730964467006
nasa_0.png,96.0,15570,75.5,266.5
nasa_0.png,36.0,5586,87.5,266.5
nasa_0.png,61.0,10039,97.59016393442623,266.5081967213115
nasa_0.png,24.0,3854,106.5,266.5
nasa_0.png,140.0,22495,121.62142857142857,266.50714285714287
nasa_0.png,305.0,49007,160.98360655737704,266.5081967213115
nasa_0.png,84.0,13393,195.5,266.5
nasa_0.png,78.0,12702,211.0,266.5
nasa_0.png,31.0,4913,221.90322580645162,266.51612903225805
nasa_0.png,9.0,1229,227.33333333333334,266.3333333333333
nasa_0.png,16.0,2409,230.875,266.4375
nasa_0.png,24.0,3610,235.5,266.5
nasa_0.png,6.0,835,240.0,266.5
nasa_0.png,54.0,8707,247.0,266.5
nasa_0.png,2.0,294,254.0,264.5
nasa_0.png,181.0,29336,272.27624309392263,266.51381215469615
nasa_0.png,108.0,17440,298.5,266.5
nasa_0.png,149.0,23968,324.09395973154363,266.496644295302
nasa_0.png,150.0,24320,352.0,266.5
nasa_0.png,72.0,11532,371.5,266.5
nasa_0.png,64.0,10269,383.90625,266.546875
nasa_0.png,36.0,5847,394.5,266.5
nasa_0.png,30.0,4816,402.0,266.5
nasa_0.png,42.0,6656,409.0,266.5
nasa_0.png,42.0,6595,418.0,266.5
nasa_0.png,62.0,9958,428.80645161290323,266.51612903225805
nasa_0.png,85.0,13299,442.5882352941176,266.50588235294117
nasa_0.png,5.0,667,452.4,265.4
nasa_0.png,48.0,7437,460.5,266.5
nasa_0.png,264.0,42036,489.36742424242425,266.49242424242425
nasa_0.png,6.0,962,515.0,266.5
nasa_0.png,38.0,5940,520.2368421052631,266.55263157894734
nasa_0.png,36.0,5475,529.1388888888889,266.6388888888889
nasa_0.png,30.0,4665,537.0,266.5
nasa_0.png,60.0,9731,546.5,266.5
nasa_0.png,74.0,11379,559.0,266.47297297297297
nasa_0.png,31.0,4569,569.5806451612904,266.64516129032256
nasa_0.png,84.0,13118,582.5,266.5
nasa_0.png,3.0,429,254.0,268.0
nasa_0.png,1.0,141,453.0,269.0
nasa_0.png,179.0,28814,23.58100558659218,274.5027932960894
nasa_0.png,54.0,8730,45.0,274.5
nasa_0.png,186.0,30360,66.0,274.5
nasa_0.png,88.0,14043,90.13636363636364,274.53409090909093
nasa_0.png,25.0,4035,101.4,274.6
nasa_0.png,6.0,938,106.0,274.5
nasa_0.png,2.0,265,109.0,272.5
nasa_0.png,30.0,4793,113.0,274.5
nasa_0.png,41.0,6068,119.95121951219512,274.5609756097561
nasa_0.png,105.0,16842,133.34285714285716,274.48571428571427
nasa_0.png,181.0,29759,158.58563535911603,274.50276243093924
nasa_0.png,36.0,5901,178.5,274.5
nasa_0.png,12.0,1881,183.5,274.5
nasa_0.png,12.0,1766,187.5,274.5
nasa_0.png,60.0,8800,198.5,274.5
nasa_0.png,1.0,129,210.0,272.0
nasa_0.png,63.0,9806,216.77777777777777,274.53968253968253
nasa_0.png,87.0,13902,231.24137931034483,274.51724137931035
nasa_0.png,36.0,5650,243.5,274.5
nasa_0.png,36.0,5650,251.5,274.5
nasa_0.png,121.0,19611,266.58677685950414,274.495867768595
nasa_0.png,132.0,21586,289.5,274.5
nasa_0.png,162.0,26225,316.0,274.5
nasa_0.png,24.0,3880,333.5,274.5
nasa_0.png,90.0,14871,347.0,274.5
nasa_0.png,24.0,3888,357.5,274.5
nasa_0.png,48.0,7723,364.5,274.5
nasa_0.png,41.0,6323,373.9268292682927,274.4634146341463
nasa_0.png,30.0,4477,381.0,274.5
nasa_0.png,16.0,2335,386.125,274.375
nasa_0.png,18.0,2750,390.0,274.5
nasa_0.png,150.0,24590,406.0,274.5
nasa_0.png,209.0,33915,438.14354066985646,274.4976076555024
nasa_0.png,205.0,33645,475.5853658536585,274.4926829268293
nasa_0.png,138.0,22551,506.0,274.5
nasa_0.png,30.0,4722,521.0,274.5
nasa_0.png,83.0,13393,531.433734939759,274.5301204819277
nasa_0.png,128.0,20711,550.171875,274.484375
nasa_0.png,116.0,18450,579.8275862068965,274.4913793103448
nasa_0.png,1.0,129,210.0,274.0
nasa_0.png,3.0,402,109.0,276.0
nasa_0.png,188.0,30478,394.968085106383,282.46276595744683
nasa_0.png,409.0,66805,554.4596577017115,282.4914425427873
nasa_0.png,12.0,1780,8.5,282.5
nasa_0.png,28.0,4310,13.142857142857142,282.5
nasa_0.png,102.0,16188,25.0,282.5
nasa_0.png,18.0,2623,36.0,282.5
nasa_0.png,42.0,6464,42.0,282.5
nasa_0.png,90.0,14358,54.0,282.5
nasa_0.png,144.0,22914,74.5,282.5
nasa_0.png,236.0,36447,108.16949152542372,282.4830508474576
nasa_0.png,132.0,20100,140.5,282.5
nasa_0.png,18.0,2694,154.0,282.5
nasa_0.png,6.0,851,161.0,282.5
nasa_0.png,71.0,10391,169.57746478873239,282.46478873239437
nasa_0.png,85.0,12053,184.0705882352941,282.52941176470586
nasa_0.png,17.0,2259,195.11764705882354,282.3529411764706
nasa_0.png,43.0,5775,231.7906976744186,282.4651162790698
nasa_0.png,12.0,1672,241.5,282.5
nasa_0.png,12.0,1759,245.5,282.5
nasa_0.png,46.0,6682,251.65217391304347,282.5
nasa_0.png,30.0,4436,259.0,282.5
nasa_0.png,83.0,12540,270.421686746988,282.4698795180723
nasa_0.png,18.0,2660,280.0,282.5
nasa_0.png,128.0,19704,294.078125,282.46875
nasa_0.png,10.0,1419,308.4,282.5
nasa_0.png,19.0,2697,314.89473684210526,282.4736842105263
nasa_0.png,62.0,9430,325.741935483871,282.43548387096774
nasa_0.png,124.0,19005,343.31451612903226,282.53225806451616
nasa_0.png,23.0,3556,358.4347826086956,282.39130434782606
nasa_0.png,90.0,14214,369.0,282.5
nasa_0.png,18.0,2812,414.0,282.5
nasa_0.png,79.0,12943,423.9113924050633,282.49367088607596
nasa_0.png,78.0,12097,438.0,282.5
nasa_0.png,12.0,1883,446.5,282.5
nasa_0.png,48.0,7149,452.5,282.5
nasa_0.png,30.0,4681,460.0,282.5
nasa_0.png,73.0,11691,472.4109589041096,282.4657534246575
nasa_0.png,12.0,1823,481.5,282.5
nasa_0.png,84.0,13412,491.5,282.5
nasa_0.png,1.0,133,503.0,280.0
nasa_0.png,60.0,9515,514.5,282.5
nasa_0.png,3.0,393,158.0,283.0
nasa_0.png,2.0,261,503.0,284.5
nasa_0.png,1.0,129,238.0,285.0
nasa_0.png,193.0,29574,23.466321243523318,290.4818652849741
nasa_0.png,159.0,24210,55.20125786163522,290.52830188679246
