tile_index,type,area,brightness_sum,max_pixel,centroid_y,centroid_x
6,star,17.5,4096.16015625,210.10470581054688,1142.790476190476,98.83809523809524
6,star,17.5,3789.03125,251.09849548339844,1132.647619047619,72.1047619047619
6,star,17.0,3879.153564453125,210.04710388183594,1132.0,179.5
6,star,8.0,2017.2391357421875,191.9783935546875,1108.5,415.5
6,star,11.5,2280.900146484375,162.3852996826172,1107.072463768116,283.5507246376811
6,planet,41.0,7464.5419921875,206.87570190429688,1106.5121951219512,272.9878048780488
6,planet,22.0,3524.635009765625,152.86770629882812,1094.0,136.0
6,planet,28.5,6089.7412109375,246.1479034423828,1089.3391812865498,357.3040935672514
6,star,18.0,4044.4892578125,235.7404022216797,1088.9444444444443,400.8333333333333
6,planet,27.5,5951.50341796875,244.08799743652344,1083.4060606060607,20.61212121212121
6,comet,92.5,18280.15625,246.91070556640625,1065.8612612612612,271.05585585585584
6,star,11.0,2940.888427734375,246.41439819335938,1035.0,510.5
6,star,8.0,1697.81201171875,159.5417022705078,1009.5,553.5
6,star,11.5,2933.442626953125,249.6591033935547,990.927536231884,470.4492753623188
6,galaxy,3842.0,580442.0625,253.7205047607422,1009.3757591532187,378.8973624848169
6,comet,55.0,11996.423828125,250.82229614257812,898.5787878787878,261.1939393939394
6,star,13.5,3366.8564453125,230.810302734375,887.8641975308642,170.86419753086417
6,star,12.0,3031.849365234375,233.05029296875,881.0,609.0
6,star,12.0,3642.088134765625,249.05050659179688,865.5,85.0
6,galaxy,1159.0,167518.25,253.2135009765625,852.5557952257693,34.1220880069025
6,star,18.0,3349.005859375,185.0760955810547,794.3888888888889,349.27777777777777
6,planet,25.0,4729.44921875,230.21249389648438,783.56,488.94
6,star,17.0,4132.77685546875,235.46310424804688,777.2549019607843,476.24509803921563
6,star,17.0,3016.92138671875,160.7707977294922,776.0,488.5
6,planet,49.5,9516.830078125,209.6322021484375,767.2895622895622,312.1380471380471
6,galaxy,492.0,82036.546875,244.96310424804688,768.8628048780488,402.7093495934959
6,star,11.5,3082.03369140625,254.37669372558594,726.4492753623189,388.927536231884
6,star,8.0,1795.326904296875,168.04110717773438,720.5,297.5
6,planet,21.5,3769.801513671875,187.8480987548828,707.2713178294573,522.5891472868217
6,comet,137.0,21668.892578125,243.79530334472656,697.205596107056,510.2761557177615
6,star,18.0,3456.84619140625,190.89549255371094,683.0648148148148,11.0
6,planet,34.0,7257.6640625,225.44090270996094,681.7058823529412,441.3235294117647
6,star,8.0,2445.472412109375,229.8271942138672,644.0,517.0
6,star,14.0,3147.298583984375,199.5063934326172,623.4285714285714,379.07142857142856
6,star,8.0,1732.7137451171875,142.88470458984375,623.0,372.0
6,star,7.0,2240.749755859375,253.50160217285156,620.9047619047619,453.0
5,star,15.0,2494.364501953125,166.07640075683594,602.4666666666667,2889.0222222222224
5,star,18.5,2793.218505859375,151.29339599609375,585.045045045045,3009.4414414414414
5,star,11.0,2396.150634765625,231.5666046142578,568.0,2782.3939393939395
5,comet,124.0,21102.98828125,240.6260986328125,565.6693548387096,3062.657258064516
5,star,6.0,1526.895263671875,187.93280029296875,546.5,2575.0
5,comet,95.5,15592.6396484375,236.08250427246094,541.6631762652704,2903.2094240837696
5,planet,25.5,5114.583984375,244.93069458007812,536.1699346405228,2740.3202614379084
5,star,8.0,2020.5904541015625,193.08169555664062,526.0,2482.0
5,star,14.0,2581.41357421875,191.44540405273438,518.0,2612.5
5,planet,37.0,6365.04833984375,224.9739990234375,512.1216216216217,2859.1846846846847
5,star,6.0,1557.8370361328125,182.43519592285156,461.5,2724.0
5,comet,73.0,10995.716796875,216.5926971435547,448.1232876712329,2569.719178082192
5,planet,20.5,3227.50146484375,159.9134063720703,436.37398373983734,2754.5772357723577
5,star,14.0,2476.379638671875,175.0312042236328,435.10714285714283,2529.809523809524
5,planet,27.0,5271.61962890625,227.93629455566406,426.8888888888889,2742.8271604938273
5,planet,22.0,4136.166015625,232.69769287109375,417.280303030303,2591.818181818182
5,star,12.5,2182.344970703125,174.6555938720703,416.2533333333333,3004.7066666666665
5,planet,25.0,3887.775634765625,170.4904022216797,413.08,2707.1066666666666
5,star,8.5,2030.5457763671875,220.5720977783203,409.56862745098033,3014.5686274509803
5,star,8.0,1598.570556640625,187.51820373535156,405.5,2759.5
5,planet,48.0,8343.791015625,213.22959899902344,380.2083333333333,2867.7083333333335
5,planet,39.0,7084.244140625,210.3267059326172,381.0,2791.0
5,comet,174.5,31106.3046875,249.6591033935547,379.6924546322827,2963.7449856733524
5,comet,202.5,32999.5234375,238.9683074951172,369.0855967078189,2951.777777777778
5,comet,59.5,9969.6806640625,218.46299743652344,349.313725490196,2988.456582633053
5,star,8.0,1813.6102294921875,195.29159545898438,322.5,2972.5
5,planet,22.0,3995.18896484375,168.2886962890625,307.3636363636364,3034.4545454545455
5,star,17.0,3603.5908203125,221.5876007080078,302.0,2792.5
5,planet,27.5,4750.9462890625,218.6417999267578,302.93333333333334,2528.878787878788
5,comet,80.5,13642.1689453125,233.69129943847656,304.1946169772256,2935.0517598343686
5,comet,118.0,17634.4609375,238.11180114746094,296.79519774011294,2977.936440677966
5,star,17.0,3944.784912109375,253.47999572753906,289.156862745098,2846.4117647058824
5,planet,34.5,7133.5927734375,254.97450256347656,287.9951690821256,3039.2608695652175
5,planet,28.0,4876.771484375,180.16299438476562,288.14285714285717,3078.464285714286
5,galaxy,1611.5,260035.796875,254.97450256347656,291.42744854690244,2652.2517323404695
5,star,6.0,1591.8465576171875,204.85879516601562,175.5,3050.0
5,star,11.5,1890.5289306640625,132.90289306640625,173.44927536231882,2554.072463768116
5,star,14.0,2612.521240234375,186.8155975341797,166.5,2672.5
5,comet,170.0,27570.701171875,237.05810546875,174.6833333333333,2983.8529411764707
5,comet,95.5,14940.7216796875,221.86489868164062,165.40314136125656,2504.1919720767887
5,star,18.5,2777.5732421875,166.00619506835938,127.55855855855854,2721.9549549549547
5,comet,215.5,28445.15234375,235.24949645996094,97.70146945088939,2876.203402938902
5,star,8.0,1829.234375,180.94549560546875,81.5,2735.5
5,star,8.0,1428.777587890625,128.62550354003906,62.5,3055.5
5,comet,80.0,12451.96484375,230.79949951171875,52.1375,2586.4375
5,star,14.0,3031.310791015625,250.78990173339844,42.0,2754.0
5,star,16.0,3218.65234375,196.37550354003906,36.125,2513.5625
5,star,8.5,2109.485595703125,222.69679260253906,27.431372549019606,2928.4313725490197
5,planet,36.5,7338.59375,249.95799255371094,27.625570776255707,2728.442922374429
5,star,11.5,2805.38037109375,241.95249938964844,25.927536231884055,2829.550724637681
5,star,6.0,1525.9150390625,195.17579650878906,17.0,2721.5
5,planet,48.5,7561.1103515625,220.71249389648438,8.123711340206185,2732.7525773195875
5,planet,47.0,6572.802734375,189.8282012939453,7.085106382978723,2750.574468085106
8,comet,61.0,10274.0810546875,228.6531982421875,1235.2896174863388,1768.4426229508197
8,star,9.0,2407.730224609375,221.8217010498047,1230.5,1388.5
8,planet,30.0,5004.68701171875,206.1295928955078,1187.75,1477.6944444444443
8,galaxy,318.0,47119.5625,236.60499572753906,1191.66928721174,1818.9145702306078
8,star,8.5,2204.011474609375,227.3253936767578,1164.5686274509803,1840.4313725490197
8,galaxy,931.5,128917.171875,254.51849365234375,1177.5231705135086,1287.5038468420112
8,planet,20.5,3633.169189453125,231.2353057861328,1140.211382113821,1375.8943089430895
8,planet,38.5,6417.7158203125,202.6269989013672,1136.943722943723,1798.7965367965367
8,star,11.0,2693.207763671875,233.32760620117188,1121.0,1589.5
8,star,10.0,2064.7001953125,180.75149536132812,1113.6,1647.9
8,planet,43.0,7652.74609375,214.87660217285156,1106.2286821705425,1542.5891472868216
8,galaxy,408.0,58822.58984375,202.87269592285156,1107.1327614379084,1461.5686274509803
8,planet,47.0,8845.87890625,243.70269775390625,1084.290780141844,1683.9574468085107
8,planet,21.0,4421.857421875,210.16949462890625,1063.5,1650.5
8,star,10.0,2218.24658203125,220.3488006591797,1043.4,1361.1
8,planet,38.0,7712.4072265625,253.77890014648438,1030.8815789473683,1759.877192982456
8,star,6.0,1550.2421875,203.18539428710938,1024.0,1761.5
8,planet,32.0,5691.916015625,223.78919982910156,957.421875,1577.6145833333333
8,comet,53.0,8077.90625,193.91969299316406,958.3081761006289,1567.553459119497
8,galaxy,767.0,118042.859375,247.03379821777344,973.5369404606693,1251.4439374185138
8,planet,34.0,4626.568359375,132.99180603027344,937.8578431372548,1530.8529411764707
8,planet,35.5,5884.6044921875,180.73699951171875,922.5023474178404,1515.8215962441313
8,star,18.0,4588.72119140625,254.97450256347656,913.0,1826.5
8,star,19.0,3702.98583984375,215.7082977294922,895.9122807017543,1249.5
8,planet,24.0,4742.5986328125,225.1674041748047,892.4166666666667,1673.0416666666667
8,planet,20.5,4328.68701171875,249.37100219726562,879.4471544715448,1635.5528455284552
8,planet,20.0,3748.093017578125,157.55670166015625,869.8,1626.8
8,comet,63.0,10128.1904296875,189.23489379882812,849.3386243386243,1244.0343915343915
8,star,17.0,3774.8828125,225.4300994873047,829.4313725490196,1427.0
8,comet,65.0,12964.01953125,252.62649536132812,829.9692307692308,1512.2102564102563
8,star,9.0,2511.37890625,223.26220703125,812.5,1381.5
8,star,9.0,2138.26220703125,193.40370178222656,812.5,1338.5
8,planet,47.0,9330.6962890625,247.87649536132812,809.1631205673759,1722.148936170213
8,comet,67.5,11406.4736328125,243.72430419921875,804.4839506172839,1274.9135802469136
8,comet,150.0,28945.19140625,254.97450256347656,800.8311111111111,1553.5244444444445
8,comet,100.5,17958.126953125,252.31680297851562,791.1426202321725,1646.3830845771145
8,galaxy,323.0,53426.109375,251.4416961669922,799.7889576883385,1257.828173374613
8,star,15.0,3619.22900390625,254.97450256347656,786.0,1417.111111111111
8,planet,22.0,3765.77001953125,186.58929443359375,784.2121212121212,1408.121212121212
8,comet,86.0,14986.771484375,224.70750427246094,783.9593023255813,1751.2945736434108
8,comet,194.5,29763.3203125,249.05050659179688,773.9374464438731,1319.0299914310197
8,comet,264.0,46347.84375,243.47940063476562,764.0618686868687,1514.175505050505
8,comet,81.0,12973.953125,192.9633026123047,746.7345679012345,1580.0
8,star,6.0,1291.0628662109375,162.19529724121094,731.0,1559.5
8,planet,22.5,4582.08447265625,244.28970336914062,725.3629629629629,1501.4814814814815
8,comet,60.5,11085.6904296875,236.6479034423828,726.9118457300275,1397.2865013774103
8,planet,33.5,7082.56640625,254.97450256347656,699.4676616915423,1786.9751243781093
8,star,8.0,1516.378662109375,157.97439575195312,657.5,1260.5
8,comet,138.0,20643.390625,202.78359985351562,653.756038647343,1616.8804347826087
8,comet,59.0,7799.50341796875,159.59930419921875,645.7146892655367,1850.9039548022597
